Doc_ID,DSI_Title,Submission File Name,Student Name,Genre of Movie,Review Type (pos or neg),Movie Title,Text
154,ESS_Doc4_Equilibrium,ESS_Doc4_Equilibrium,ESS,Sci-Fi,Positive,Equilibrium,"An underrated piece of art, this bleak future where emotions are forbidden has an ironic emotional core to it. It doesn't surround itself with blatant copies of Fahrenheit 451 and 1984, in fact, what many people would assume are carbon copies I would prefer to call references, harking back to other dystopian films while also being a standalone film in its own right. Equilibrium treats the matter with mild stoicism, foreshadowing particular events in a neat way that manages to explode in a thrilling yet thoughtful way. The ignorance of many critics that assumed the worst, didn't seem to see the whole picture. None of this was about the fact that censorship exists or that you could be executed for certain crimes. The whole idea of the film was to make you see how people behaved through lack of emotion, with the failure to see that emotion is what makes us human. Rather than take a purely political motive, it manages to incorporate perhaps a majorly ethical motive. The action that is contained in this film is not just for showing off. The stylistic features render the action scenes mindblowing, but no less helping to drive the core theme of the story - besides, the main character is a cleric, trained in the art of Gun Kata (a thrilling name for a sadly non-existent masterpiece of fighting style) who manages to put a chink in Libria's armour as we see through his perspective by realising he can use this weapon against the system that attempts and fails to betray him as someone who is 'feeling'. When I first regarded this film, I became fascinated about how, amongst the close-ups and wider shots, the main character seems to obviously show some kind of emotion without the intrusion of the system demanding why on earth he hasn't been arrested for his crimes. This ultimately came to the climax, whereby the foreshadowing managed to sneak its way in at the beginning. The fact that Christian Bale was chosen for this role makes me wonder why some people didn't think this was good, considering how deft he was in executing the action, the visual non-speaking scenes and the dialogue. To the amazing use of irony, a number of heart-rending scenes kept up the core theme, and the stylistic use of camera focus on Christian Bale emphasised the distress that we could feel he was going through, one being his flinching when we don't see the dogs being shot, but we can feel it by way of his reaction. However, I thought one of the most chilling scenes was during a raid of someone's apartment, with fires burning and people spattered with blood, was the simplicity of a dying man running into the main character, known as John Preston, bleeding, desperation and hope glittering in his eyes as he slides down, leaving Preston aghast and completely horrified, reflecting the man's pain. The expression on his face could not have been possibly matched, Christian Bale just"
155,ESS_Doc5_Equilibrium,ESS_Doc5_Equilibrium,ESS,Sci-Fi,Positive,Equilibrium,"I bought Equilibrium just because Christian Bale is in it. To tell you the truth I was certain that it was going to be a goofy, direct-to-video sci-fi fiasco that most involved would just as soon forget. The cover box reminded me of Universal Soldier. As it turns out however, it's not a movie that those involved want to forget, it's an overlooked gem, no doubt because it came at the height of the Matrix craze, which it may resemble in too many ways. Unfortunately, too many people will callously write it off as a Matrix rip-off, and it's a shame because this is one of the best science fiction films to have come along in quite some time. It takes place in the far off 21st century, but it's not about the future (given that it exists in a future that can't ever exist), it's about the disturbing reality that war is a part of human nature, and in order to eradicate it from the modern world we would have to become a homogenized society of emotionless, drug-controlled zombies. No jokes about that already being a reality. The movie's biggest assertion is that it assigns blame for man's inhumanity to man to his ability to feel (ignoring the real causes, such as religion, political power, and less dogmatic things like national pride and human rights). The current government is based on enforcing the mass removal of emotion from the masses using a drug called Prozium, and is the source of the movie's main irony, that in order to eradicate war, it has waged war on all of it's own citizens, who constantly live under close surveillance. The government employs Grammaton Clerics to handle that surveillance. They are highly trained officers authorized to kill anyone they deem to be ""sense offenders"" on the spot (""I trust you'll be more vigilant in the future?""). There is, in fact, a staggering amount of irony in the film, given that all emotion or feeling is strictly forbidden under penalty of death, and yet anger, suspicion and fear are all alive and well, and even flaunted. It's also interesting to consider that in real life it is the dogmatic, Cleric-like believers who aspire for war, and the normal people who just want to live their lives. For the most part the movie ignores the fact that it is governments that wage war, not citizens (even emotionally sensitive ones), but no matter. The important thing that you need to know about the movie is that it goes way, way too far, and because of that, it's fun. I cheered out loud several times during the film because the gun fights, which are so unrealistic it's almost funny, are genuinely well-choreographed and exciting. If I may say so, this is what gun fights in hard core science fiction movies should look like. Many people criticize the movie for being unrealistic or too extreme, altogether forgetting what kind of movie they're watching in the first place. The"
156,ESS_Doc6_Equilibrium,ESS_Doc6_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"Praised as an underrated sci-fi action film, Equilibrium sounded like an exciting genre piece. A common criticism of Equilibrium is that it is a derivative science fiction piece, a factor hard to ignore in the experience. The derivative nature of the story becomes clear relatively quickly as it is heavily rooted in the predictable nature of the story formula. Equilibrium's formula is one which dates back through countless science fiction narratives such as the recent Repo Men (2010) and as far back as Logan's Run (1976) in which the protagonist is an outstanding member of a government task force at first before later beginning to question the structure of their society, going rogue and changing the world. The entire black suit aesthetic of the society as well as the combination of science fiction and martial arts also echoes clear similarity to The Matrix (1999). There are a few minor twists along the way with the supporting characters gaining arbitrary relevance to the story, but there ends up being few surprises in Equilibrium. Beyond its derivative nature, the story in Equilibrium fails to capture its full potential. The intro points out that a new war has changed the face of humanity without explaining the finer details of who was involved in the war or exactly what political implications were either behind it or resulting from it. This plot point is essentially a token story element to create a generic dystopian setting in which serves as the backdrop for an action thriller with the deeper meaning in the story being very sporadic. Yet even though the film functions better as an action film, the generic story still takes top priority. So audiences are dragged through an abundance of predictable and cliche plot points with a lot of talking and different attempts at universe building. The dialogue is fairly solid as it captures the tone of the film without ever being cringe-worthy, but the universe building in Equilibrium is blunted by the film's inability to delve into its deeper ambitions. Ultimately, the story in Equilibrium really lets audiences down while the action is too rare and brief for it to hide behind. Nevertheless, director Kurt Wimmer deserves praise for his stylistic ambition. Despite the limited depth in the story, the fact is that he creates a very convincing and visually appealing universe for Equilibrium on a very modest budget. At the cost of only $20 million, the man proves capable of creating a convincing and grim dystopia. The production design carries both the technological brilliance of a futuristic society and the dry emptiness of a world in shambles while the monotonous and grim colour scheme captures the bleak uniformity of the society. The scenery provides a powerful backdrop to this all while the costume design infuses it to the characters. If you really try and focus on how the film got away on such a small budget you'll pick up on the fact that the trick is to mediate the use of semi-detailed"
157,ESS_Doc7_Equilibrium,ESS_Doc7_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"I'm a huge sci-fi fan, so I tend to be more forgiving to shortcomings in movies made within this genre compared to many others. But 'Equilibrium' had such major flaws that I couldn't even let it slide as OK entertainment. There are a lot of small things here & there through the film that I find hard to accept, but I won't bother with them because the overwhelming problem is the basic premise that the whole story relies on. Here we are told that after world war 3 there is a totalitarian government which have so much intelligence & technology that they're able to produce a drug that can turn every citizen into a human robot by completely suppressing all their feelings. This government also have so much power that they can convince the vast majority of ordinary people to take this monster drug every day, because the removal of human feelings is supposed to prevent another devastating war. (Yes, we must immediately forget - just as the movie's government & people obviously did - that rather than emotional, the reasons for war are infinitely much more likely to be purely practical; like the need for natural resources, food & land). To make sure the above policy is enforced the rulers have lots of heavily armed men that are ready to track & kill anybody who won't take the drug. But then we also learn that even though the government possess all this amazing intelligence, technology and power, they are not able to suppress a resistance movement whose major interests when staying off the drug seem to be the urge to read poetry and look at pictures of girls and flowers? I'm sorry, I just can't buy into all that. Actually I couldn't do anything but laugh when the first action scene showed a group of tough rugged men with big guns ruthlessly kill and be killed for the right to ... watch old oil paintings! C'mon people, that's not deep, it's just stupid. George Orwell wrote the classic book '1984' about totalitarian states, and he knew more about this subject way back in the 1940's than 'Equilibrium' writer/director Kurt Wimmer does today. In Orwell's book the state doesn't try to keep the big majority of the people under total control, because everybody with reasonable intelligence understand that this is impossible. Instead the state give some advantages to smaller groups who in exchange help them, and these collaborators are then kept under extreme surveillance and threatened with horrible punishment if they become disobedient, because the collaborators are the ones that really make or break the men in power. In 'Equilibrium', maybe you are willing to look past the impossibility that somebody could invent a single drug that totally suppressed all of the strong emotions we humans have. But why then would a totalitarian power waste their resources on the even more impossible task of forcing every single person to take this drug every single day? Not to mention the hopeless"
158,ESS_Doc8_Equilibrium,ESS_Doc8_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"It looks good. Well, that's the positive aspect of this film out of the way. Quite simply, it's amazing that this film even got made, being nothing more than a sorry, derivative ragbag of pilfered ideas, with not a single one of its own to justify its existence. The nearest one can come to describing this Frankenstein monster of a travesty is ""1984"" crossed with ""The Matrix"", and the latter wasn't exactly blindingly original to begin with. As if this isn't bad enough, the film is loaded with inconsistencies and plot holes, all shoddily papered over in the name of convenience as well as scenes and dialogue so hackneyed you can see them coming a mile off (and if you can't, you should really see more films. Preferably good ones). I actually uttered one line seconds before the character did, and had to stifle risible laughter when Preston came face to face with the itty bitty, cutesy-wutesy puppy. (In this scene, please note that the budget having probably been spent all on bullets didn't seem to stretch to any sort of animal training, as it relies on actors pointing off-camera and saying, ""Stop it! It's getting away!"" and reaching down, most unconvincingly). Laughter, in fact, is the only realistic response to the majority of this farrago, if only to stave off the angry realisation that your time is being wasted. You want laughs? AND HERE BE SPOILERS (although it's kind of hard to spoil something that's already this rank, IMHO) In the lead up to the ""climactic"" fight, one character warns Preston that, should he get too close to""Father"" (highly original name for a ""Big Brother"" figure, eh? Lucky they didn't call him ""Uncle"" or ""Second Cousin Twice Removed"") he'll be shot down by snipers. When the spit hits the fan, however, there are no snipers, not a one: only an endless parade of policemen, doing what they do best throughout: dying. Honest, these guys, despite their fierce get-up, turn out to be the most useless, butter-fingered cannon-fodder since the Imperial Stormtroopers in the original ""Star Wars"" (and countless other Z-grade imitations). Once you realise that they couldn't hit a barn door at ten feet and that their tactics seem to consist of merely lining up to get gunned down, you're left with no tension, nothing at stake and only the tedious sight of moronic sitting ducks being blown away, noisily, time and time and time and time again. It doesn't help that, having walked Preston into a trap and taken his weapon, they don't think to search him for anything else, leaving him free to conceal guns and an abundance of spare ammo, as well as a complicated reloading mechanism...all up his sleeves. Good thing nobody shook his hand. This is the film's idea of a ""twist"": a development so implausible, so gobsmackingly unlikely that it's an insult to any intelligent film-goer. ""Equilibrium"" is the kind of film so shoddily made and yet so pretentious, it just cries out"
159,ESS_Doc9_Equilibrium,ESS_Doc9_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"Here's a true story: This evening, I went to see a movie called ""Equilibrium."" Now normally, I save every movie ticket and throw them in a shoebox filled with precious mementos. On my trip through the parking lot, I pulled out my Zippo and proceeded to burn it. Then proceeded to speed home, so I could take an extremely violent crap. I don't know what was worse; how painful the bowel movement was, or how painful the movie was. Roger Ebert gave this movie 3 stars out of 4. As soon as I'm done writing this review, I'm going to track him down and force-feed him his review. Laced with Strychnine. I realize you're probably thinking, ""Shouldn't the punishment fit the crime?"" But frankly, I'm a busy man, and I don't have time for 6 months of chakra torture. I suppose you're expecting some sort of review of the movie, so I guess I should make an attempt. Then again, if I put as much effort into this review as writer/director Kurt Wimmer put into his screenplay, I could call it a day right now. ""Equilibrium"" gives us a society, Libria, which is opiated by a drug known as Librium, a necessity after World War III. The survivors in power decided that it was man's emotion that led to war, and in order to prevent any such future occurrences, they constructed a society based on emotionless. This is aided by the destruction of all art, music, and cultural relics, not to mention 3 doses a day of the aforementioned Librium injection. Those who forsake the drug are known as ""Sense Offenders,"" and these criminals are tended to by an elite class of soldiers known as Clericks. And by ""tended to,"" I mean ""Terminated with extreme prejudice."" Within the first 20 minutes of the film, we've encountered Clerick John Preston, watched him kill his partner for being a sense offender, and discovered his wife was executed for Sense offenses 4 years earlier. But thanks to his Librium doses, he doesn't seem to mind much. Watching this movie, I suddenly wished they made a drug which made horrible movies good. All is well and good in emotionless Libria, until Preston accidentally knocks a vial of his Librium off the bathroom sink, and doesn't have time to pick up another dose. Suddenly, he is overwhelmed with emotion, and continues to abstain from his medication, leading him to question authority and rebel. And by ""rebel,"" I mean ""Terminate with extreme prejudice."" I suppose you're expecting me to say something along the lines of, ""At this point, the movie degenerates into a Matrix-wannabe."" Unfortunately, the movie was that from the moment Preston and his partner show up to tend to the first lot of sense offenders. Christian Bale was dripping with Keanuosity, from the slicked-back black hair, black garb, and generally emotionless acting ability. Although one would be hesitant to mention the dullness of his performance, given the fact he was on the drug, he"
160,ESS_Doc10_Equilibrium,ESS_Doc10_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"Are you serious? Lets think about the basic idea behind the plot of the movie - the simple idea that emotions and feelings are not allowed, and that those in charge, don't have them and will keep all others from having them. At first mention, it sounds like a cool concept. A pretty good idea for a story, and it gets people going - the feeling of not being allowed to feel! But any competent person should be able to immediately realize how absurd this idea is. From it's very conception, the idea for the story is utterly and completely flawed. I'll break it down simply first, then get more detailed. Simply: If there is no emotion, there can be no conflict. If there is no conflict, there is no story. No story, no movie. Or at least, that's what the creators and writers should have realized from the start and this whole project should have died there. But they didn't, and now we need to go into detail and show why this movie just doesn't work: The current rulers of Libria supposedly have no emotion, or at least those that enforce the will of the leaders have no feelings. If they have no emotion, why then do they care if other's do? In order to care, to have the capacity ""to care"", as in feel in-deferent or adversely to another's actions... oh wait, I said it right there - to feel. Therein lies the flaw, but lets not stop there. The most devout follower, Andrew Brandt (played by Taye Diggs), exhibits feelings in more than one instance. Passion, anger, humor, doubt, all of these are shown. He gives a passionate speech to everyone in a room about Preston (Christian Bale), he questions his future, he taunts the protagonist, he shows fear (or feigns it - but to feign would be the product of deceit, and do I really need to explain that as well?) when being dragged away, and above all a point is made to show that he has ambition... A desire to rise in power. Why would a man who can't feel a thing desire power and prestige? And all this from ONE character. The writers and creators present at the beginning of the movie the concept of no feelings, and then completely ignore it throughout the rest of the film. If that first example were not enough, here is another. Taken from the plot summary on Wikipedia: ""Following a standard police raid on a Librian woman, Mary O'Brien, who has stopped taking Prozium..."" If this ""Prozium"" takes away all emotion and feeling, how and why did this O'Brien decide, or even desire, to stop taking it? I don't think I even need to elaborate - it speaks for itself. The entire story is so full of holes I don't understand how it every even got past the conceptual stage. It just goes to show the crappy quality of films being put into production these days. In"
161,BFD_Doc1_TopGun,BFD_Doc1_TopGun,BFD,Action,Positive,Top Gun,"Pete ""Maverick"" Mitchell (Tom Cruise; Mission: Impossible series) is one heck of a fighter pilot who unfortunately has a chip on his shoulder and seems to always have something to prove. His father was killed in combat under mysterious circumstances and Maverick has spent his life trying to dodge the reputation of his father's ghost. While it has made him try harder than other pilots, it also made him show off his skills by flying recklessly and disobeying orders. When Maverick and his co-pilot, Nick ""Goose"" Bradshaw (Anthony Edwards; ER), are offered the opportunity to attend TOPGUN, the Naval Fighter Weapons School, his cockiness continually gets him in trouble. It also gets him noticed by one of the civilian instructors, Charlotte ""Charlie"" Blackwood (Kelly McGillis; Witness) who wants to learn more about his interaction with an enemy aircraft while on maneuvers. When the two start a romantic relationship, it complicates her position and his training. While Maverick and Goose don't end up winning the Top Gun trophy, Maverick learns to reconcile his feelings about his father to become a better pilot. Top Gun became a surprise hit grossing over 350 million dollars worldwide on a 15 million dollar budget. It also became one of the best-recruiting tools the Navy ever had. Tom Cruise, who had already seen box office success in The Outsiders and Risky Business, became an A list star whose achievements just keep growing over thirty years later. McGillis, Edwards and Meg Ryan (Sleepless in Seattle) were all perfect in their supporting roles but Val Kilmer (Real Genius), as Maverick's nemesis, ""Iceman"", stands out amongst the group going head to head with Cruise. Director Tony Scott (True Romance) brought some incredible shots to the film, mounting cameras everywhere on the fighter jets to achieve amazing footage while giving the audience the feeling they were flying right alongside Maverick, Goose, Iceman and the others. The outcome was exhilarating shots that showed off these multi-million dollar machines. His close up views of Cruise during Maverick's introspective moments helps the viewer understand some of what he was thinking and feeling. Scott's pacing was excellent and his vision was clear. He was the right person to direct Top Gun and part of the reason it became so successful in theaters. The 4K resolution and HDR Dolby Vision enhance the viewing quality of the original film. There are a few moments, especially at the beginning of the film, that doesn't seem all that different but during the flying scenes and with many of the outdoor shots, the uptick in quality is visible. Of course, the video cannot compare to the Dolby Atmos audio, which is top-notch. Everything from the jet engines, to the dialogue and the now-famous soundtrack, is equally strong and crisp. There are two new extras included on the 4K disc while previously released extras are housed on the Blu-ray disc. The extras include: NEW! The Legacy of Top Gun, NEW! On Your Six - Thirty Years of Top Gun (Looking"
162,BFD_Doc2_TopGun,BFD_Doc2_TopGun,BFD,Action,Negative,Top Gun,"To take it from the top, ''Top Gun'' fires off as spectacular a show of state-of-the-art jet battle as the movies have given us. The F-14 Tomcats soar, swoop and somersault at fantastic speed. They catch the enemy from behind in what seems touching distance, and then, in an instant's reversal, are caught in the enemy's sights. As directed by Tony Scott, with the technical assistance of a couple of former Navy pilots, the snappily edited sequences of battle and mock battle sweep us in and out of the cockpit. You can't always be sure exactly what's going on, but it's exciting anyhow. The excitement is switched off on landing. Once ''Top Gun,'' which opens today at Loews Astor Plaza and other theaters, gets back to earth, the master of the skies is as clunky as a big land-bound bird. The maneuvers of the script by Jim Cash and Jack Epps Jr. come right out of the Hollywood book: A cocky, rule-breaking, daredevil superpilot known as ''Maverick'' makes it to the Navy's elite Fighter Weapons School, known as Top Gun. There he engages with a tall, beautiful blond astrophysicist, a specialist in Maritime Air Superiority. He also has experiences that turn him into a better person. Tom Cruise brings little but a good build to the role of Maverick, and the role of the astrophysicist brings little but impossible lines (''When I first met you, you were larger than life'') to attractive Kelly McGillis. The characters don't pair up well; she's much too classy for him. A touch of flavor is added by Anthony Edwards, as Maverick's amiable partner, ''Goose'' (everybody in the Navy evidently has to have a nickname), and the settings and repartee seem about right except when poor Miss McGillis is obliged to lecture on matters like ''negative G pushovers.'' Incidentally, this movie seems determined to break the sound barrier; if it isn't the roar of the jets, it's the roar of Maverick's motorcycle, and when that subsides, there's always the clamor of the music. Effectively executed though the air battles are, they come off as somehow unsatisfying. ''Although we're not at war,'' says a training officer, ''we have to act as though we're at war.'' But not having a real war to fight lowers the stakes, and the climactic dogfight with a batch of MIG's over the Indian Ocean is too contrived, the enemy too vague to elicit the feelings that memorable air-war movies, from ''Wings'' to ''Command Decision,'' could take for granted. And then, there's something about the technical wizardry of today's jets that, for dramatic purposes, diminishes the role of the men who fly them. Despite the movie's emphasis on the importance of the pilots, given all the electronic wonders at their touch - such as being able to lock an enemy plane in their sights and dispatch a missile to chase and destroy it - they seem part of some cosmic technological enterprise. The plot of ''Top Gun'' is no weaker than the"
163,BFD_Doc3_TopGun,BFD_Doc3_TopGun,BFD,Action,Positive,Top Gun,"Some movies are best treated as cinematic souvenirs. Like tacky snowglobes brought back from school trips to Switzerland, or bronze Eiffel Towers with dangerously sharp edges that linger on mantelpieces the world over, worthless and unloved, until they catch someone's eye and remind them of the vanished age from which they came. Top Gun is such a film. Defending it as a work of art would be either brave or reckless. As an historical artifact, though, it's peerless. Like it or not, if you want to know what pop-film was like in the mid-'80s, there's no better example than this chrome-burnished, distilled-to-within-an-inch-of-its-life, high-gloss tale of testosterone-charged flyboys and their big, fast planes. It was, of course, an outrageous hit, and Top Gun contains most of the pan-audience pleasing features that An Officer And A Gentleman (another Simpson / Bruckheimer film, and template for this one) had boasted: a military setting; exciting training sequences; good-looking male lead with a spiffy uniform; a love story; and a competitive element. The formula had worked before, and Simpson was betting it would work again. Top Gun is not so much a movie in the conventional sense as an escalating series of masterfully crafted adverts: motorcycles, aircraft carriers, pectorals and planes all look as if they've been shot for a particularly luminous beer campaign (and while this style looks tired now, it was a revelation at the time). No wonder the American Navy not only provided millions of dollars' worth of hardware gratis, but also stationed recruiting officers outside suburban multiplexes to catch testosterone-addled adolescents still promisingly drenched in cinematic piss and vinegar. For their leading man, Simpson and Bruckheimer had their eye on a promising kid called Tom Cruise. Cruise had been bubbling under as a potential breakthrough star with Risky Business and All The Right Moves. Having just finished filming the mildly troubled Legend - directed by Tony's brother - Cruise (hell, let's call him The Cruiser, this is the '80s) was nervous about Top Gun; even that early in his career he was smart enough to see that the movie had the potential to be, as he put it, ""just Flashdance in the sky"". But Simpson was determined, finally coughing up what would in retrospect be a very reasonable $1 million (Cruise's first) for the 24 year-old. And Simpson was also determined to get his money's worth. When an on-set military adviser pointed out that the majority of professional discourse in navy flight schools did not happen in locker rooms, nor with the flyers clad only in their underwear, Simpson was unimpressed. ""I have just paid a million dollars for that kid,"" he impatiently announced, ""and I need to see some flesh."" And so to the question, ""Is it any good?"" Well, what can be said with certainty is that with contemporary dreck like Van Helsing and Bad Boys II sloshing around the multiplexes (both movies that Simpson would likely have loathed), '80s dreck doesn't look too bad. The flying sequences remain"
164,BFD_Doc4_TopGun,BFD_Doc4_TopGun,BFD,Action,Negative,Top Gun,"Few movies are more ""Totally '80s"" than Top Gun, the smash hit that catapulted Tom Cruise to a new level of stardom. It's the sort of movie that didn't so much capture the zeitgeist as create it, with savvy cross-marketing of a movie that has all the elements for mainstream success: cool action sequences, competition, cocky heroes and the pretty women who love them. Producer Jerry Bruckheimer saw it as ""Star Wars on Earth,"" a moniker just about empty-headed and wrong enough to be right. But for all the critical carping, and there has been much of it over the years, Top Gun endures as an all-time popular movie, with no sign of waning. Quite the contrary: if you believe the rumors, Cruise is being wooed to reprise his role as Pete ""Maverick"" Mitchell in a sequel that would hit screens a quarter-century after the fact. Mitchell is a young pilot sent up to the U.S. Navy's elite Fighter Weapons School, known informally as ""Top Gun."" In the film's mythology, ""Top Gun"" signifies an in-school competition only one man can win, and Mitchell (call sign ""Maverick"") is certain he's the best of the best. The hotshot has all the accessories: aviator sunglasses, motorcycle, and well-practiced pick-up routines. But he's met his match in Charlotte ""Charlie"" Blackwood (Kelly McGillis), who (surprise!) turns out to be a civilian contractor evaluating the pilots at the school. She's got a PhD in Astrophysics and she knows better, but she's a sucker for this pilot who throws out the textbook and flies by the seat of his pants. He lives dangerously, and she wants a taste. Screenwriters Jim Cash & Jack Epps, Jr. will not hear of throwing out the textbook, however. Hence the comic-relief sidekick (Anthony Edwards, bringing the requisite energy to empty material) and his perky wife (Meg Ryan), the tough but caring commanding officer (Tom Skerritt), and the personal rival that keeps Maverick in fighting form: Val Kilmer's ""Iceman."" (Also puttering around the supporting cast: Michael Ironside, Tim Robbins, Clarence Gilyard Jr. and Adrian Pasdar.) The story's emotional core comes from Maverick's unresolved feelings about his father, who died under mysterious circumstances about which the c.o.seems to know plenty. Living under his father's shadow, Maverick feels he has something to prove, even if he dies trying. In a weird way, the audience is the beneficiary of this D.O.A. plot, since it pays out in some of the most impressive aerial sequences in screen history, captured with the cooperation of the Navy (and why not cooperate? Top Gun is widely considered the Navy's best recruitment film). So what makes this slick, commercial success so ""totally '80s""? For starters, Kenny Loggins' super-hit ""Danger Zone,"" penned by Giorgio Moroder and Tom Whitlock (the pair won the Best Song Oscar for ""Take Your Breath Away,"" also from Top Gun, also totally '80s). Harold Faltermeyer's synth-y score even got its own single on the smash-hit soundtrack. The script's shamelessly schematic simplicity probably should be more dated than"
165,BFD_Doc5_TopGun,BFD_Doc5_TopGun,BFD,Action,Negative,Top Gun,"Top Gun is an '80s testosterone fix - a celebration of machismo and a recruiting film for the U.S. Navy. Typical of Jerry Bruckheimer/Don Simpson at their peak, the movie embraces masculine tropes to create a patchwork narrative that is almost laughably bad but whose fetishization of high-tech hardware makes the cheesiness of the story seem irrelevant. This is the male equivalent of a Lifetime made-for-TV tearjerker and the passage of the years has greatly diminished it. The aerial stunts and dogfights, which were modestly entertaining in the mid-1980s, come across as borderline-incoherent. Top Gun is all about Tom Cruise. The movie traded on his popularity while at the same time enhancing it - the perfect feedback loop. Prior to this film, Cruise was fast becoming a hot commodity as a result of Risky Business and All the Right Moves. Top Gun would elevate him to the next level, starting a decade of high-profile box office blockbusters. The film also ginned up the careers of producers Jerry Bruckheimer and Don Simpson, whose previous successes with Flashdance and Beverly Hills Cop were appetizers for what was to come beginning here. Top Gun was a huge success, not only finishing #1 at the box office for 1986 but beating out the #2 title (Crocodile Dundee) by more than $50M. (At a time when $50M was a huge number.) At the center of Top Gun is Pete ""Maverick"" Mitchell (Cruise), a classic Hollywood hotshot who's nearly as good as he thinks he is but learns a lesson the hard way. Mitchell and his partner, Nick ""Goose"" Bradshaw (Anthony Edwards), are stationed aboard the USS Enterprise aircraft carrier when they are selected to attend Top Gun (the colloquial name for the Naval Fighter Weapons School). At Top Gun, Maverick finds himself in a not-so-friendly rivalry with Tom ""Iceman"" Kazansky (Val Kilmer) for the Top Gun Trophy. They are put through their measures by instructors Rick ""Jester"" Heatherly (Michael Ironside), who admires Maverick's flying skills but disapproves of his recklessness, and Mike ""Viper"" Metcalf (Tom Skerritt), who sees something of himself in the younger man. Meanwhile, Maverick tumbles into a relationship with Charlie Blackwood (Kelly McGillis), a civilian instructor, who initially rebuffs his advances until eventually having her breath taken away. This is all prelude to a training exercise when things go very wrong and Maverick is left bereft and with his confidence shaken. The movie is a by-the-numbers macho/guy bonding affair with lots of areal footage and a love story thrown in to highlight Cruise's softer side. There's more than a little homoerotic material - whole essays could be (and probably were) written about the shirtless beach volleyball game whose entire purpose is to show off buff, sweaty men. The term ""beefcake"" definitely applies, although one might query the target audience for this sequence. There are no real characters - even those with the most screen time are walking cliches. When the pivotal tragedy occurs, it has zero impact on the viewer. Ultimately, Top"
166,BFD_Doc6_TopGun,BFD_Doc6_TopGun,BFD,Action,Negative,Top Gun,"The jet fumes glow in the dawn's early light as F-14 Tomcats roar into the wild blue yonder from an aircraft carrier based in the Indian Ocean. Lt. Pete Mitchell, a.k. Maverick, is prepared for an uneventful search-and-sight mission when a Soviet Mig-28 swoops down on the American fighter jets. With the Soviet jet breathing down his tail, Cougar, the squadron's leading pilot, starts to sweat bullets. But not Maverick. Prodded by Goose, who's not only his best chum but his backseat radar intercept officer, he zooms in close enough to get a great shot of the Soviet war machine with his Polaroid camera. Disobey an order to land, he goes after Cougar and guides the badly shaken pilot to a safe landing. Maverick's impulsive act of courage earns him a slot at Top Gun, a Navy training school that is designed to separate the real men from the fly boys. Does Maverick have enough of the right stuff of compete with ""the best of the best"" at Top Gun? Will Maverick's romance with Charlie, his curvaceous astrophysics instructor, cause him to crash-land before graduation? The answers to these questions should be obvious. ""Top Gun"" is a carefully calculated reshoot of all those buoyantly patriotic war movies which celebrated the often foolish heroics of gutsy American fighter pilots. If this movie had been made 40 years ago, Maverick would probably have been played by John Wayne or, even, Ronald Reagan. Instead Tom Cruise, a tenderfoot, boyishly appealing actor with a winning Ipana smile, gets to do the honors. When the film was released on May 16, 1986, it actually received mixed reviews from critics. To this day, the movie holds a 56 percent mark from critics on Rotten Tomatoes. Renowned critic Roger Ebert wrote, ""The dogfights are absolutely the best since Clint Eastwood's electrifying scenes in 'Firefox.' But look out for the scenes where the people talk to one another."" Earlier in the review, he wrote, ""[the film] doesn't have a clue as to how two people in love might act and talk and think."" Nonetheless, ""Top Gun"" was the highest-grossing film of 1986. (Mary Evans/Ronald Grant Archive/Everett Collection). Cruise is adorable, but he hardly seems old enough to qualify for the Eagle Scouts. With his leading lady, the serenely beautiful Kelly McGillis, Cruise projects fresh-scrubbed innocence instead of sexual desire and, as a result, their whole relationship seems more like a kid brother and big sister act. So much sexual or dramatic tension: ""Top Gun"" is terribly monotonous. Anthony Edwards gooses things up a bit as Goose, the good natured best buddy. But the rest of the characters are so vaguely defined it's impossible to care about their fate - not even when they engage in an actual battle with Soviet Migs. The movie blithely ignores the incident which appears to be the opening round of World War III and a newly mature Maverick goes back to Top Gun for a final clinch with you-know-who. The flight sequences in"
