FileName,StudentName,Genre,ReviewType,MovieTitle,MovieReview
VCT_Doc2_DirtyGrandpa,VCT,Comedy,Positive,Dirty Grandpa,"Zac Efron has about twelve costume changes in Dirty Grandpa (Schwinging might have lost my count of a couple) and each one brings back the fun of playing with paper dolls. Best is his birthday suit which is memorably exhibited when Zac's character, Jason Kelly, escorts his horny, recently widowed grandfather (Robert DeNiro) to a spring break party in Daytona Beach. Delaying his upcoming wedding, Jason smokes some crack, gets lose and shows off his tanned, gym-sculpted frame. Zac does the Macarena and shows off that rump, cleaved like a smile.  Former Disney kid Zac is now a genuine sex godlet. His semi-annual strip act (The Paperboy, That Awkward Moment, Neighbors) has been one of the few reasons to keep one riveted to recent Hollywood movies. In the '60s women anticipated Paul Newman's requisite shirtless scenes, now moviegoers (women as well as liberated men) await Zac's posing. He's a clotheshorse in reverse. The reason for his tan is as obvious as his Pilates trunk and hairless, square pecs. Like Newman, he really is a cinematic paper doll and Dirty Grandpa is his runway show.  Item #1: Macarena  Like Donatello's David statue-but animated--Zac appears in the buff except for a stuffed animal toy covering his crotch. This fantasy image of Zac invades one's dreams-a variation on the toilet-planking in That Awkward Moment complete with erotic groin-grinding gestures. As any fashionista knows: Wearing less is more.  Item #2: Stop Staring At My Tits  After being arrested for beachfront indecency, Zac emerges from jail in a police-issue outfit: a cut-off tank-top exposing his abs with a printed motto:) Stop Staring At My Tits.) The amusing gender-twist points to hoped-for sluttiness. Zac's a straight-laced, nubile innocent who inspires lust, a Millennial version of Terry Southern's '60s female sex object Candy.  Item #3 Infinity Sex  After another arrest, Zac is outfitted in a black, fringed tank-top with a bedazzled Infinity sign. Future archeologists will laugh at the indication of obvious perpetual horniness while New York's Museum of Sex gets its next key exhibit.  Item #4 Imagine This  When Jason tucks his shirt in a pastel preppy ensemble, grandpa Dick Kelly (DeNiro) objects: (What are you H&R Cock Block?) Fact is, Zac's conservative country club attire is fetching. Every strip tease starts with formality and inhibitions that are fun to shed.  Item #4 (I'm Versatile)  Helping Grandpa (Robert DeNiro) enjoy a life of new sexual possibility, Zac competes in a spring break muscle show and, still, in those yellow, long-pants, flexes to indicate his sexual athleticism.  Item #5 Ready to Wear (out)  Even on the golf course where grandpa attempts to pick-up some ladies, Zac's wardrobe makes a gay point. Grandpa gripes, (You look like a keynote speaker at a butt-fucking convention.) It's the least of grandpa's worldly insults.  The fun of sex is the entire point of the raunchy, goofy Dirty Grandpa. You have to be humorless (and sex-averse) to be offended by its deliberate naughtiness as so many critics have demonstrated. Director Dan Mazer and screenwriter John Phillips are in the long, if disreputable, tradition of porn meisters"
VCT_Doc3_DirtyGrandpa,VCT,Comedy,Negative,Dirty Grandpa,"What makes a great comedy?  The obvious answer is that it has to makes you laugh!  But the best remembered comedies are the ones that allows you to connect with the characters.  You believe in their personality, often filled with their witty banter whilst exploring their complicated relationships. When those comedic moments happen, you laugh at their embarrassing plight.  All those elements I mentioned are absent in Dirty Grandpa...  One hour and forty-two minutes - time I would love to get back but sadly I don't own a time machine or a Men in Black memory erasing device.  Dirty Grandpa is not good and the only time you could envisage yourself watching this film is if you're with a group of friends and you couldn't care less at what you're watching.  But even under those circumstances, I still wouldn't put this on!  It's not to say that I'm a prude or easily offended.  I wasn't looking for a comedy film that was philosophical or contained some deeper meaning or perspective to life itself.  I knew what I was getting into therefore this was not a total surprise - the title of the film is a dead giveaway!  The simple fact is I wanted to be entertained.  When a joke is done right, you can't argue with it.   The point I'm trying to make is that those films I mentioned all have something memorable.  Whether it's a specific scene or a line of dialogue, once remembered it brings a smile to your face.  Dirty Grandpa doesn't have those standout moments.  Yes you will chuckle at some points but it's not (ha ha) funny.  You'll end up feeling like you're laughing at the film as a whole, questioning how it got made instead of laughing along with them and the moments that occur.  The film is filled with so much vulgarity and profanity that it overwhelms anything else this film had to offer.  The jokes are continuously forced as if it wasn't sure where to end it, filling in the gaps where the plot should be.  Trust me, there is a plot - it's hiding in plain sight.  In essence, Dirty Grandpa is about second chances, moving on and living life again.  Dick Kelly (Robert De Niro) loses his wife to cancer.  The last thing she said to him was to (get back out there again).  On that aspect alone, there is some sentiment especially with the older generation.  That being said, it doesn't take long before the dick jokes, the drug use, the sexual lust, the paedophilia, the gay and lesbian name calling, the N-word and a scene involving masturbation, for it to completely erase that sentiment.  It's like watching 2-3 films in one, as if you went shopping and got yourself an unexpected bargain.  But all it does is cover up how wafer thin the plot is.  On one hand you have a OAP coping with his wife's death. On the other you"
VCT_Doc4_DirtyGrandpa,VCT,Comedy,Positive,Dirty Grandpa,"When it works, it works - and, more often than not, Dirty Grandpa lands big, sometimes awkward laughs. While more Todd Phillips than Solondz, director Dan Mazer infuses the film with an uncomfortable sense of irony right up until its post-credit gag, which perhaps proves the shelf-life of a fetish might be longer than just a temporary phase. Those seeking the meaning of life ought to look elsewhere. The formula is familiar, while Zac Efron and Robert De Niro make an unexpectedly funny duo, with De Niro delivering zingers that would be inappropriate to mention on a site such as this.  Efron plays Jason, a recent law-school grad marrying the uptight Meredith (Julianne Hough) with the approval of his equally uptight father, David (Dermot Mulroney). After his grandmother passes, his grandfather, Dick (DeNiro), begs his grandson to take him across state-lines to his condo in Boca Raton. Against, of course, the wishes of Meredith, the kind of white bread politician's wife in the making, Jason agrees to go, but - one of many catches - he can't take the SUV. He has to take her pink convertible.  Dick transitions from the sweet, endearing old man into a horny man on a mission when he meets his match at random - Lenore, with Aubrey Plaza playing a parody of a sex-crazed college senior on the mission to complete a trifecta: student, alumni, professor - and she mistakenly thinks Dick is a professor. Lenore is a disturbed young women, and Plaza tests boundaries of decency as she confesses she lost her virginity at a Bingo hall and has a thing for older men. Cringe-inducing at times (Plaza's speciality), the film commits to the gag as Lenore and Dick commit to hook up.  Along the way, Jason has an epiphany (after trying crack for the first time), falling for a member of Lenore's posse, Shadia (Zoey Deutch), also his former lab partner in photography class. Even corporate lawyers once had dreams - so of course Jason's perfect life is about to be shattered. The film progresses through a series of spring-break rivalries, parties, arrests, and encounters with a friendly local drug dealer in Daytona who will accidentally feed you crack.  The thing about Dirty Grandpa is many of the laughs are just plain wrong, testing the boundaries of jokes about child molestation and Lenore's daddy complex, coupled with a genuine parody of whiteness on occasion. Mazer is fully in control of this opus of madness - perhaps it takes an outsider (in this case a Brit) to make fun of white representation in cinema. When Shadia tells Jason he looks like Mitt Romney, he commits the ultimate party fowl of asking (who let the dogs out) at a party - a nod to Romney's uncomfortable photo-op with a group of black youth. Yet the film really is, in the end, overwhelmingly about dick and drug jokes - several land and, against my better judgement, I confess I laughed, and hard.  Dirty Grandpa has a little more under the"
VCT_Doc5_DirtyGrandpa,VCT,Comedy,Negative,Dirty Grandpa,"It's one of those boilerplates about an uptight guy on the eve of marrying a harridan taking a road trip with a free spirit to discover that maybe he doesn't want to spend the rest of his life (or the few years until he secures a divorce--the subtext of these things is always curiously traditional) selling out to The Man. Jason (Zac Efron) is that potential sell-out. You can tell because he dresses like the villain from an Eighties college sex comedy, is a corporate lawyer, and is engaged to a materialistic bimbo (Julianne Hough) who will justify his unconscionable hedonism by being a secret slut herself in his absence. The best of these films is its prototype, obviously (Capra's It Happened One Night), but the one I return to most often is Bronwen Hughes's curiously sticky--if only to me--Forces of Nature. The high concept this time around is that De Niro is the free-spirit road-tripper in a role that asks him to, literally at one point, be rapping grandmother Ellen Dow from The Wedding Singer. The imposition of this masterplot is really the only thing separating the film from ""Jackass"" spin-off Bad Grandpa, just as one word is the only thing separating the two concepts. De Niro's Dick (and you do indeed get to see his dick--though admittedly, it's probably a stunt dick) is a former Green Beret, by the way, which explains/doesn't explain why he gets a Presidio fight sequence against a bunch of black hoods who've been taunting a gay black guy Dick has also recently been taunting.  There are many ways you could go in attacking something like Dirty Grandpa. The easiest is to lament the fall of arguably the greatest actor from the greatest period in the history of film, to rend clothing and ululate about how De Niro has begun cashing checks in his dotage. It's tempting to use clever turns of phrase like ""Aging Bull"" as shorthand to avoid engaging with it. The hard way to approach Dirty Grandpa is to try to draw it into the larger conversation of what's happened to the state of our state when stuff like this is right there on the verge of being accepted as the new social lingua franca. It's the movie version of Donald Trump and Sarah Palin. There's no thesis, just provocation upon non sequitur provocation. (Actually, the other thing separating Dirty Grandpa from Bad Grandpa is that the latter offers variations on a theme--societal prejudices towards the elderly--and so its own disjointedness feels more purposeful.) Many describe their style of politicking as ""impressionistic"" (nonsystemic/subjective) and it is assuredly at least that, and Dirty Grandpa falls under that umbra as well--but it's more than that, isn't it? The image I get in my head is of a probe that hits the spot for which it's probing. Explanation, if you're willing to stretch, for why De Niro's titular grandpa habitually greets his grandson Jason with a thumb jammed up his ass. The hardest way to"
VCT_Doc6_DirtyGrandpa,VCT,Comedy,Positive,Dirty Grandpa,"The film follows uptight and by-the-book, young lawyer Jason Kelly (Efron) who works at his stuffy father's film and is set to marry his over-bearing fianc̩e Meredith (Julianne Hough) in just over a week. Seeing that his grandson is soon to enter into a life of constant ""sleepwalking"" and being told what to do, Dick (De Niro) guilt-trips Jason into driving him to Florida for his annual holiday, in a last-ditch attempt to make Jason see sense and break free from his oppressed situation. His argument? That his late wife, and Jason's grandmother, would have wanted him to have kept up the tradition.However, Jason soon releases that his grandfather isn't the sweet, grieving man that he expected him to be, and is actually a foul-mouthed old guy who feels like he's missed out on the best years of his life and dreams of the day he can have some fun in the sack with well, anyone, to make up for lost time. Don't get it twisted though, Dick has some redeeming qualities. His sense of family is very much still intact and he remained completely faithful to his wife up until her final days. As if that's something we should praise him hero for, but heck, it kind of does make him a little endearing. During a pit stop on their travels, the pair run into Jason's old college friend Shadia (Zoey Deutch), who just so happened to be on his photography course - a subject he was very passionate about before he got unintentionally whisked away into the world of law. Shadia's accompanied by her friends: loose, sarcastic Lenore (Aubrey Plaza) who makes a sexual beeline for Dick, and their African-American gay friend Bradley, who swiftly becomes the butt of Dick's questionable teasing. The subjects of his barrage of mockery, we will let you assume.  Lenore invites them to Daytona Beach to party and again, Dick convinces Jason to go along, and that's when the film finally picks up momentum and as expected spewing at chugging contests, public Flex-Off's, accidental drug-taking and nights in jail ensue... as you do.   With Dirty Grandpa, absolutely anything goes when it comes to the opportunity of owning a gag, which is unsurprising given that it was directed by Borat writer Dan Mazer. A lot of the time, it's actually quite shocking how far both the script and the actors will take the joke, whether it be the up-close shot of a certain part of De Niro we can only hope is a prosthetic, a rapping Dick asking his new ""crew"" whether he can say the ""n-word"" or an awkwardly deadpan exchange between him and Lenore that depict in way too much explicit detail what they might do to each other if they ever go ""all the way"".  It's common knowledge that De Niro has made his Hollywood name by playing brilliantly intimidating, or sometimes downright terrifying, tough guys in films such as Cape Fear, The Untouchables and Taxi Driver. Recently however, he's opted for"
VCT_Doc7_DirtyGrandpa,VCT,Comedy,Negative,Dirty Grandpa,"In 2016, there's very little point in trying to analyse Robert De Niro's career. He does what he feels like, and he sometimes swings himself Oscar nominations. Of far more concern is Zac Efron, who goes from a DJ movie with a character named Squirrel to... whatever this is.  Dirty Grandpa is an early contender for the most offensive film of 2016, and not in the (it's so funny, because you can't say that!) way, but in the (that's not funny, and you shouldn't have said it) sense.  The day after his grandmother's funeral, uptight lawyer Jason Kelly (Efron, We Are Your Friends) has to escort his Grandpa Dick (De Niro, Joy) to Florida to visit an old army buddy. Dick wants to show Jason some fun before his heavily choreographed wedding to Meredith (Julianne Hough, Safe Haven), so he tricks him into a trip to Daytona Beach.  No one in Dirty Grandpa is sympathetic, not the dream-crushed Jason, nor the horny Dick, and especially not Meredith, who has the lazy double-whammy of being shrewish and Jewish. Efron literally sleepwalks through the role, the type of part that he had explicitly taken time out to avoid. You can't have a scold if his foil is also a horrible person, and they only barely learn anything from one another. Efron remembers his hidden potential through the intervention of his old college buddy Shadia (Zoey Deutch, Vampire Academy), but forgets to have significant screen time with her.  The only person comfortable in the script is spring breaker Lenore, played by an Aubrey Plaza (TV's Parks and Recreation) all too game to throw herself across the screen. Plaza is the only person who knows exactly what movie she's in, and she attacks it with gusto. It helps that every line that she has is simply innuendo rather than charged with some sort of insult - it also gives De Niro a chance to rise above the rest of his material to have something approaching fun, and to make the man a legitimately (dirty) Grandpa instead of a racist misogynist homophobe.  It never quite gets there, but it does prove the potential value of a sex comedy starring De Niro and Plaza. Neither of them care about the finished product that is Dirty Grandpa, but they're coming at it from completely different directions.  What Dirty Grandpa really comes down to is not the cast, but the script. Poached from the increasingly meaningless Black List, John Phillips' screenwriting debut is carefully optimised so that each line has the maximum amount of crassness and meaninglessness. There are pop culture references that Phillips was unable to tie into the story, so they float freely, and two beyond awful characters just won't stop showing up. Adam Pally (Life After Beth) is bad enough as cousin Nick, but Jason Mantzoukas (The Night Before) has reached a career low as omnipresent drug dealer and entrepreneur Pam.  The heavy lifting is done offscreen; Dick charms people that he has previously made enemies of, but we never understand how"
VCT_Doc8_DirtyGrandpa,VCT,Comedy,Positive,Dirty Grandpa,"When January rolls around, the cinemas are filled with a weird of critically-acclaimed award films and low-brow genre films that don't have even the smallest chance of winning any award. By the time I'm seeing the movies in the mid-January slate, I'm done with award films, having been watching them for the past three months in order to vote in various groups.  So, when I start seeing the January movies (or at least the ones the studio has the stones to show us critics ahead of time), I actually am primed to enjoy them a little more. By this time of the year, I'm tired of significant movies showing people's impossible struggles over adversity. I'm ready for raunchy comedies and substandard horror flicks.  In this context, a movie like (Dirty Grandpa) appeals to me more than it would were it released in a later timeframe. I know that (Dirty Grandpa) has nothing in it that is redeeming, honorable or respectable. It's a low-brow comedy that is going for cheap laughs. And while cheap laughs are worth what you pay for them, I actually enjoy some of them quite a bit.  I've said it before, and I'll say it again: I'm a pig. It's okay to be a pig now and again.  More over, (Dirty Grandpa) has done nothing to hide its true nature. No one should be blindsided by this movie's premise or delivery. It's all out there in the trailers and the posters. You shouldn't be expecting a tender characters study between grandson and grandfather. Instead, you should be expecting a ribald comedy in which Robert De Niro sticks his junk against Zac Efron's face while they're sleeping.  About a month ago, (Sisters) opened as counter-programming against (Star Wars: The Force Awakens.) Though it was dwarfed by the latter in the box office, (Sisters) did well enough, and it went for similar low-brow laughs. At its heart, (Sisters) was an all-night house party movie with the twist of being about women in their 40s.  Similarly, (Dirty Grandpa) is a spring break road trip movie with a guy who cashes a social security check every month. The story follows Jason (Zac Efron), an uptight lawyer, whose recently-widowed grandfather Dick (Robert De Niro) convinces him to drive him to Florida on the eve of his weeding. Soon, we learn Dick's real plan is to show Jason a good time in order to stop him from marrying his stuck-up, snobby fianc̩e (Julianne Hough).  Not everything in this movie is funny, and the set-up takes a bit too long to play out. However, there are some moments that made me laugh, I'll admit. I enjoyed seeing De Niro play a different version of the foul-mouthed hothead (as opposed to the oodles of gangsters he's played over the years). I know there are plenty of people out there bemoaning De Niro's acting choices lately, but I have respect for the guy still having fun in front of the camera and taking some bolder choices. After all, last year he was quite"
VCT_Doc9_DirtyGrandpa,VCT,Comedy,Negative,Dirty Grandpa,"I am not going to mince words, dear readers. I've been getting paid to review films since 1997. In those 18-plus years, ""Dirty Grandpa"" is one of the worst, most disheartening times I have had in a movie theater. You see, to a certain group of cinema lovers, Robert De Niro is still a legend. He is still an artist who is held up as one of the gold standards of film acting. ""The Godfather, Part II,"" ""Taxi Driver,"" ""The Deer Hunter,"" ""Raging Bull,"" ""The Untouchables, ""Goodfellas,"" ""Heat."" These are landmarks of cinema, part of a certain age demographic's movie DNA. And they all feature landmark performances from Mr. De Niro. And that's not even mentioning his second tier of great films and great performances like ""Angel Heart,"" ""Awakenings,"" ""Cape Fear,"" ""Casino,"" ""Wag the Dog,"" and so forth. And most of his fans and admirers have never denied him those instances where he's had fun with his tough-guy, larger-than-life De Niro persona. A number of the lighter, more playful projects he has picked over the years have been quite delightful. And he's been delightful in them. Movies like ""Midnight Run,"" ""Meet the Parents,"" and ""Analyze This."" Sure, he's cashed in a few times with sequels like ""Little Fockers"" and ""Analyze That."" But he always came back with a ""Silver Linings Playbook"" or ""The Good Shepherd.""  What the %$&# was he thinking appearing in ""Dirty Grandpa?!"" It is a deeply crass, cringe-inducing, spectacularly unfunny movie that this great actor thoroughly embarrasses himself in. Here's just a few of things that I saw that I cannot un-see that I hope anyone reading this will never see. De Niro naked and masturbating hard to a porno film. De Niro putting the moves on a college girl at least 50 years his junior (to be fair, in real-life, actress Aubrey Plaza is ""only"" 41 years his junior). De Niro on stage rapping to Ice Cube's ""It Was a Good Day."" De Niro introducing his grandson as a ""retard"" who likes to rape. De Niro sleeping naked with his grandson, then waking him up by thrusting his penis in the young man's face. De Niro waxing nostalgic about the anal sex he and his wife would have every five years.  I'm not one of those film journalists who treats movie stars as royalty. They are not my role models. But I've always held De Niro in extremely high esteem. It's De Niro! I couldn't be more disappointed in the man. If he had sought out El Chapo for the sole purpose of giving him shoulder massages and hand-feeding him concord grapes, I couldn't be more disappointed in him. If he had used the press junket for ""Joy"" to spoil who dies at the end of ""The Force Awakens,"" I couldn't be more disappointed.  And then there are the indignities heaped on some of the other people in this cast. Dermot Mulroney, a fine actor, has two large penises drawn on his face with a magic marker while he's unconscious"
VCT_Doc10_DirtyGrandpa,VCT,Comedy,Positive,Dirty Grandpa,"There's nothing clever about this deliberately rude and vulgar comedy, but certain audiences will find it absolutely hilarious. Never afraid to head straight into the cheapest, nastiest gag, director Dan Mazar and writer John Phillips throw their odd-couple stars into a series of riotously awkward situations, usually involving nudity. And even if it's not as funny as it ought to be, at least there's some meaning to the chaos.  Zac Efron plays Jason, a bright young Atlanta lawyer who takes after his workaholic father (Dermot Mulroney). But Jason's grandfather Dick (Robert De Niro) remembers a more interesting Jason, before ruthless ambition took over his life. So after Grandma's funeral, Dick asks Jason to drive him down to Florida a week before Jason is due to marry the high-maintenance Meredith (Julianne Hough). Jason quickly discovers that Grandpa is intent on sowing some very wild oats, detouring their journey through Daytona at spring break, where they meet a couple of girls (Aubrey Plaza and Zoey Deutch) who are up for pretty much anything. What Jason doesn't know is that Grandpa is doing all of this to remind Jason who he really is, and to show him how to enjoy life instead of control it.  The script sometimes lays on this message rather thickly in between a series of deliberately jaw-dropping gross-out sequences. Predictably, drugs and sex abound, and most of the jokes are so corny and ludicrous that they're not remotely believable. Everything that happens strains to shock the audience, which means that nothing is actually very shocking. But while the story has no tension at all, it also manages to grab hold of the audience simply because the characters are so vividly played by the fearless Efron and De Niro. Neither role is much of a stretch, but they dive into even the yucky and/or naked moments with gusto, developing some chemistry in the process.  Annoyingly, Mazer misses the chance to inject even a hint of a blackly comical edge to the film, leaving everything feeling merely goofy. This gives the ace supporting cast little to do but try to steal their scenes (the hilarious Plaza walks off with the whole film). And it leaves even the genuinely funny scenes feeling rather pointless. Basically this is a movie for audiences who think that a penis is the most hilarious thing on earth. And they don't mind seeing a 72-year-old trying to take a 19-year-old to bed. This is certainly the kind of movie a serious film critic would never admit to laughing at. I couldn't possibly comment.  There's casual racism and homophobia played for laughs, but it's later rectified in a bizarre way, climaxing with De Niro saying the N-word(!). For all the time the film takes to smooth over that stuff, however, it is unapologetically sexist throughout. It's relentlessly low-brow, juvenile schoolboy humour and I feel somewhat guilty for enjoying it as much as I did. But it does what it does bloody well, De Niro and Aubrey Plaza in particular are great and"
HCC_DocW_LegallyBlonde1,HCC,Comedy,Positive,Legally Blonde,"If her dazzling turns in Election, Freeway, and The Man in the Moon weren't enough to convince you that Reese Witherspoon is one of her generation's greatest actresses, Legally Blonde will close the deal. A showcase for Witherspoon's dead-on comic timing, this new comedy is a slight and airy confection just perfect for the no-brainer summer months.  Witherspoon stars as Elle Woods, an L.A. college senior who's ostensibly a fashion merchandising major, but her real goal is to become the wife of Warner Huntington III (Tigerland's Matthew Davis). When Warner abruptly dumps her-telling Elle that as a future senator he needs to ""marry a Jackie, not a Marilyn""-Elle conspires to win him back by following him to Harvard Law School and impressing him with her smarts. And how can Harvard resist Elle's hilarious video essay, in which she wears a spangled bikini and explains her qualifications for being a lawyer?  Getting in to the school is one thing, but actually going to class and facing the professors (including a hilariously hard-ass Holland Taylor) is something else entirely. Spurred by rivalry with Warner's preppette fianc̩e Vivian (Selma Blair), Elle buckles down and starts making the grades, catching the eye of a professor (Victor Garber) who assigns her to help out with a murder case involving an exercise guru (Ali Larter) who, as luck would have it, is a sorority sister of Elle's.  Legally Blonde has been getting lots of comparisons to Clueless because of its bimbo-with-a-brain heroine, but the film plays more like Private Benjamin-spoiled girl enters august institution for the wrong reasons, then rises to the occasion and develops character in adversity-with a dash of The Paper Chase thrown in for good measure. Writers Karen McCullah Lutz and Kirsten Smith (10 Things I Hate About You) keep things zippy with one-liners like ""Last week I saw Cameron Diaz at Fred Segal, and I talked her out of buying a truly heinous angora sweater. Whoever said orange was the new pink was seriously disturbed."" There's plenty here for gay audiences to chew on as well, from Meredith Scott Lynn's amusingly earnest dyke Enid (who recalls her undergrad organizing of the Lesbians Against Drunk Driving march as ""good times"") to the queer twists of the murder trial (involving designer shoes and a Cher tape).  Alas, first-time director Robert Luketic (director of the award-winning short Titsiana Booberini) isn't always up to the task here: Once you get past Elle's dazzlingly dippy wardrobe (and her pink, faux-fur-covered phone), the movie doesn't have the visual oomph that this sort of comedy demands. There's also a big sequence involving Elle teaching her manicurist pal (Best in Show's Jennifer Coolidge) and a salon full of ladies (and male hairdressers) how to do the flirty ""bend and snap"" move, but the camera's never exactly where it ought to be to make this scene zing the way it should.  Still, this is Witherspoon's show all the way, and she never disappoints, finding both the hilarity and the backbone of"
HCC_DocW_LegallyBlonde2,HCC,Comedy,Positive,Legally Blonde,"In the spirit of ""Clueless,"" ""Legally Blonde"" shows that a cute girl can be smart. Ohmygod, you guys. I saw the BEST movie the other day. It was a-DOR-able. It's called ""Legally Blonde,"" and it's about this blonde sorority girl who becomes a lawyer and saves the day. (Of course. How could she not?) The movie is a lot like 1995's ""Clueless,"" which was also totally cute, in that it has a brain and a heart. And like its heroine, it's a lot smarter than it looks. Hopefully, it'll do more for Reese Witherspoon's career than ""Clueless"" did for Alicia Silverstone's. (Hull-o? Anyone remember ""Excess Baggage""?) Witherspoon plays the fabulously dressed and perfectly coifed Elle Woods: president of the Delta Nu sorority, Miss June in the campus calendar, AND she has a 4.0 grade point average. OK, so her major is, like, fashion merchandising. The girl is an expert on varying shades of pink. Elle thinks her gorgeous boyfriend, Warner Huntington III (Matthew Davis), is going to pop the question over a special dinner, but he dumps her instead, telling her that his dreams of being a politician demand that he have a more substantial mate - whatever THAT means. ""If I'm going to be a senator by the time I'm 30, I need to stop (messing) around,"" Warner tells Elle as she cries in her champagne. One day at the salon, she gets the BEST idea - she'll show Warner she can be all serious and stuff by following him to Harvard Law School! She studies super hard for the law school entrance exam, which her best friends (Jessica Cauffiel and Alanna Ubach) TOTALLY don't understand. And the video she makes to go with her application is hys-TER-ical. She had a Coppola direct it, and she appears dressed in an array of sequined bikinis, spouting legal terms as well as the latest ""Days of Our Lives"" developments. Her dad doesn't see the point. ""Law school is for people who are boring and ugly and serious, and you, button, are none of those things,"" he tells her, an ever-present martini in hand. But she gets in! She totally doesn't fit in at first, especially toting her a-DOR-able Chihuahua everywhere she goes, dressed in a matching outfit. And she's nothing like those uptight East Coast students - especially Vivian Kensington (Selma Blair, who co-starred with Witherspoon in the 1999 guilty pleasure ""Cruel Intentions"") that horrible blue-blooded snob Warner is dating. But her keen intuition, unbeatable enthusiasm and impeccable sense of style see her through. She even helps out on a murder trial. How cool is THAT? (OK, so the movie does drag a bit here, but you can't have everything, you know?) Witherspoon showed in 1999's ""Election"" how complete she can make a character, how she can turn somebody annoying into a sympathetic figure you want to cheer for. Elle isn't nearly as obnoxious as overachieving Tracy Flick in ""Election,"" but she is interminably perky, which would be hard to tolerate on anyone else. Witherspoon appears in nearly every frame of the movie, and she positively sparkles. ""Legally"
HCC_DocW_LegallyBlonde3,HCC,Comedy,Positive,Legally Blonde,"Elle Woods (Witherspoon) is a super-blonde, super-rich super-sorority girl from the tony enclave of Bel Air, California. When she's dumped by her Harvard Law School-bound boyfriend Warner (Matthew Davis) -- because she's too blonde to be considered seriously as wife material -- she fights back, nail by manicured nail, first by following Warner to Harvard Law School, then by proving that just because you're blonde doesn't mean you're a joke. The movie, however, is full of good humor. Based on the novel of the same name by Amanda Brown, and adapted for the screen by Karen McCullah Lutz and Kirsten Smith (""10 Things I Hate About You,"" 1999), ""Legally Blonde"" is a sassy satire that retains a message: believe in yourself and follow your dreams. Besides being funny, it's an ode to self-empowerment -- especially girl power -- and its target audience of young women everywhere will gobble it up like the latest glossy edition of Cosmopolitan magazine.  Blonde-out-of-water story  Elle isn't such an unlikely candidate for Harvard Law; she did have a 4.0 average as an undergraduate at the fictional CULA. (Of course, her major was fashion merchandising.) Moreover, she also has a very impressive background as homecoming queen and sorority president, her signature color is pink, and she's appeared in a Ricky Martin music video. Who could ask for anything more? She's an emblem of diversity! Naturally, she's accepted. Nothing will stop her now as she campaigns all over Harvard to win back her man. Call it blonde ambition. ""Legally Blonde"" becomes a ""blonde-out-of-water"" story as her snobby fellow law students begin taking bets on how long she'll last. Meanwhile, she discovers that Warner isn't worth all the effort. Succeeding in law school becomes a personal goal, and not merely a means to win back her shallow boy toy. She's a bubbly blonde with brains. Her points of reference may not be Plato and Socrates, but she proves that knowledge about Clinique, Porsches and lip gloss also can come in handy in a classroom or a courtroom.  Fine support The supporting cast is a winning bunch. Selma Blair (a former Witherspoon costar in ""Cruel Intentions,"" 1999) is excellent as Vivian Kensington, a perfect bitch -- complete with pearls -- who has snagged Warner and is wearing his grandmother's six-carat Harry Winston diamond engagement ring on her ""bony"" finger. Luke Wilson (""Bottle Rocket"" 1996) plays Emmett Richmond, a somewhat thankless role as a third-year law student who falls in love with the inner woman beneath Elle's golden locks. And Jennifer Coolidge, most recently seen in 2000's ""Best of Show,"" turns in a touching performance as a middle-aged high school dropout manicurist befriended by Elle at a local beauty shop -- the only place where Elle feels at home when she first arrives in the Ivy League. First-time feature film director Robert Luketic is an Australian native who has been dedicated to becoming a film director since the age of 15. This debut project sees him well on his way. Full of cliches and pop culture references, and peppered with"
